doc_id,sentence_id,sentence,prev_sentence,malgre_object,malgre_object_lemma,malgre_object_pos,malgre_phrase,disability_hits,disability_categories
qwen_v1_long_withdis_5_awq,2,"Malgré ces difficultés, elle développa une force de caractère remarquable et une passion pour l'écriture.","Dès son jeune âge, elle affronta des défis liés à une paralysie de la moelle épinière, suite à une maladie infantile.",difficultés,difficulté,NOUN,ces difficultés,"['paralysie', 'maladie']",['handicaps moteurs']
qwen_v1_long_withdis_6_awq,2,"Malgré cette épreuve, elle a su se reconstruire et se tourner vers l'écriture.","Elle a été confrontée à une paralysie de la moelle épinière à l'âge de 23 ans, suite à un accident de la route.",épreuve,épreuve,NOUN,cette épreuve,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_6_torch,2,"Malgré cette situation, elle a suivi des cours de dessin et de peinture à distance, grâce à des technologies adaptatives.","Dès son enfance, elle montrait un grand intérêt pour la peinture, mais une maladie neurologique, diagnostiquée à l’adolescence, a entraîné une perte progressive de la mobilité de ses membres supérieurs.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_7_awq,2,"Malgré ces défis, elle a suivi des études en psychologie, tout en développant une passion pour la peinture, qui devenait rapidement une forme d'expression essentielle pour elle.","À l'âge de deux ans, elle a été atteinte d'une paralysie cérébrale, ce qui a entraîné des difficultés motrices et de communication.",défis,défi,NOUN,ces défis,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_7_torch,2,"Malgré cela, elle a toujours eu une forte volonté et une passion pour l’écriture.","Dès son plus jeune âge, elle a vécu des difficultés liées à une maladie neurologique qui l’a laissée en situation de handicap moteur.",cela,cela,PRON,cela,"['maladie neurologique', 'handicap moteur']",['handicaps moteurs']
qwen_v1_long_withdis_8_awq,2,"Malgré cette situation, elle a suivi des cours d’art à l’École des Beaux-Arts de Lyon, où elle a développé une technique unique, mêlant abstraction et expression émotionnelle.","Dès son plus jeune âge, elle a montré une passion pour la peinture, mais elle a également été confrontée à une maladie neurologique qui a progressivement affecté ses capacités motrices.",situation,situation,NOUN,cette situation,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_8_awq,4,"Son travail a été reconnu pour sa force et sa beauté, malgré les défis qu’elle avait dû surmonter.",Elle a travaillé comme illustratrice pour des magazines culturels et a organisé des expositions dans des galeries indépendantes.,défis,défi,NOUN,les défis,[],[]
qwen_v1_long_withdis_8_torch,3,"Malgré ces défis, elle a poursuivi ses études à l'École des Beaux-Arts de Lyon, où elle a obtenu une bourse pour ses talents exceptionnels.","À l'âge de huit ans, elle a été diagnostiquée avec une forme rare de polyarthrite, ce qui a entraîné des douleurs chroniques et une mobilité limitée.",défis,défi,NOUN,ces défis,['polyarthrite'],['maladies chroniques évolutives ou invalidantes']
qwen_v1_long_withdis_9_awq,2,"Malgré cela, elle a suivi des études de philosophie à l’université de Paris-Sorbonne, où elle a obtenu un master avec distinction.","À l’âge de trois ans, elle a subi une grave infection qui a entraîné la perte de la mobilité de ses jambes.",cela,cela,PRON,cela,[],[]
qwen_v1_long_withdis_9_torch,2,"Malgré cela, elle a su se battre pour son éducation, étudiant la psychologie à l’université Lumière de Lyon.","Dès son enfance, elle a été confrontée à une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses jambes.",cela,cela,PRON,cela,['maladie neurologique'],['autres termes']
